Artist,Title,Section,Lyrics,Sentiment,Subjectivity,Tempo,Key,Loudness,Mode
Tame Impala,Let It Happen,[Verse 2],"I heard about a whirlwind that's coming 'round
It's gonna carry off all that isn't bound
And when it happens, when it happens (I won't be holding on)
So let it happen, let it happen",1 star,0.7352931499481201,125.012,1,-5.875,0
Tame Impala,Let It Happen,[Instrumental Bridge],,Neutral,0.0,125.012,1,-5.875,0
Tame Impala,Let It Happen,[Refrain],"I cuh-nuh duh-wuh, you wuh-nuh scri-wih
Try-guh-duh do-wee, try to pun-stoo-wee
You wuh-nuh thinkin' that I wuh-nuh do-wee
They be lovin' someone and I wuh-luh stuh-wee
Take the next ticket to take the next train
Why would I do-wee, eh you wuh tun-tun na",1 star,0.4379407465457916,125.012,1,-5.875,0
Tame Impala,Let It Happen,[Bass Guitar Solo],,Neutral,0.0,125.012,1,-5.875,0
Tame Impala,Let It Happen,[Outro],"Baby, now I'm ready, moving on
Oh, but maybe I was ready all along
Oh, I'm ready for the moment and the sound
Oh, but maybe I was ready all along
Oh, baby, now I'm ready, moving on
Oh, but maybe I was ready all along
Oh, I'm ready for the moment and the sound
Oh, but maybe I was ready all along
Oh, baby",3 stars,0.2750086486339569,125.012,1,-5.875,0
Omar Apollo,Useless,[Chorus],"'Cause I'm useless (Oh) when you're stuck in my mind
I've been foolish (Oh), think of you all the time
Play some music (Oh) like a harp in the sky
I'ma lose it (Oh) if you're not by my side (Side, yeah)",1 star,0.8848136067390442,89.895,5,-7.609,1
Omar Apollo,Useless,[Verse 1],"I've been watchin' you and I've been tryna decide
If I could ever remind you of what you really liked
And I know it's not possible, but I wish you would try
'Cause it keeps on playing back in my head a million times",1 star,0.4435485303401947,89.895,5,-7.609,1
Omar Apollo,Useless,[Verse 2],"I've been losin' sleep and I've been thinking 'bout why
You used to tell me that I'm all that you need in your life
And you said I was your soulmate, but that was just a lie (Ooh)
It's alright, we're way too young to be givin' out advice",1 star,0.41622012853622437,89.895,5,-7.609,1
Omar Apollo,Useless,[Outro],"Ooh, ooh
Ooh, ooh
Ooh, ooh
Ooh, ooh
Ooh, ooh
Ooh, ooh
Ooh, ooh
Ooh, ooh",1 star,0.29638347029685974,89.895,5,-7.609,1
Tame Impala,Eventually,[Verse 1],"If only there could be another way to do this
'Cause it feels like murder to put your heart through this
I know I always said that I could never hurt you
Well, this is the very very last time I'm ever going to, ah",1 star,0.6438641548156738,77.935,9,-6.217,0
Tame Impala,Eventually,[Chorus],"But I know that I'll be happier and I know you will too
I said, I know that I'll be happier and I know you will too
Eventually, ah-ah-ah-ah-ah
Eventually, ah-ah-ah-ah-ah
And I know just what I've got to do and it's got to be soon
'Cause I know that I'll be happier and I know you will too
Eventually, ah-ah-ah-ah-ah
Eventually, ah-ah-ah-ah-ah
Eventually, ah-ah-ah-ah-ah
Eventually, ooh-ah-ah
Eventually, ah-ah-ah-ah-ah
Eventually, ah-ah-ah-ah-ah
Eventually
(Eventually)",1 star,0.4609244167804718,77.935,9,-6.217,0
Tame Impala,Eventually,[Verse 2],"Wish I could turn you back into a stranger
'Cause if I was never in your life, you wouldn't have to change it, ah",1 star,0.7172513604164124,77.935,9,-6.217,0
Tame Impala,Eventually,[Instrumental Outro],,Neutral,0.0,77.935,9,-6.217,0
"Tyler, The Creator",BEST INTEREST,[Verse 1],"Darling, darling, darling
It's no need to worry
It’s just a couple things
(Just a couple things on my brain, you know?)
If it's you and other
It's no need to worry (You don’t have to worry)
'Cause I can sleep between you",5 stars,0.525012731552124,98.265,11,-8.325,0
"Tyler, The Creator",BEST INTEREST,[Pre-Chorus],"I'm a third wheeler
I'm a side better
I'm a home wrecker
Give it up
I'm a third wheeler
I'm a side better
I'm a home wrecker
Give it up, give it up, give it up",3 stars,0.3452781140804291,98.265,11,-8.325,0
"Tyler, The Creator",BEST INTEREST,[Chorus],"I'll keep your, your best interest (It's our secret)
I'll keep your best interest
(I can play the side nigga role easy, but not for too long)",3 stars,0.3221195936203003,98.265,11,-8.325,0
"Tyler, The Creator",BEST INTEREST,[Verse 2],"I was, I was, I was, I was out here playing games
You was out here with a lame one
(I can play the side nigga role easy, but not for too long)
I'm the, I'm the, I'm the, I’m the side nigga
I gotta sneak around and hide with you
I wanna see you, give me five minutes
Paparazzi probably got like five pictures (Click-click-click-click)
(I won't tell anybody, it's our secret)
Top, top, top, top of the morning like yeehaw
I took my shot, this is B-ball, nigga
The team you play for is seesaw
So I know that it's fake when I see y'all
Don't wanna fuck what you got up
I would never blow your spot up
I know my place, I'm the landlord
I'll carry the weight 'til my hands sore
(We can't keep doing this)",1 star,0.6813932061195374,98.265,11,-8.325,0
Doja Cat,Need to Know,[Intro],Yeah,5 stars,0.30359911918640137,130.041,1,-6.509,1
Doja Cat,Need to Know,[Chorus],"Wanna know what it's like (Like)
Baby, show me what it's like (Like)
I don't really got no type (Type)
I just wanna fuck all night
Yeah-yeah, oh-woah-woah (Oh, ooh, mmm)
Baby, I need to know, mmm (Yeah, need to know)
I just been fantasizin' (Size)
And we got a lotta time (Time)
Baby, come throw the pipe (Pipe)
Gotta know what it's like (Like)
Yeah-yeah, oh-woah-woah
Baby, I need to know, mmm",1 star,0.5029392242431641,130.041,1,-6.509,1
Doja Cat,Need to Know,[Verse 1],"What's your size? (Size)
Add, subtract, divide ('Vide)
Daddy don't throw no curves (Curves)
Hold up, I'm goin' wide (Wide)
We could just start at ten (Ten)
Then we can go to five (Five)
I don't play with my pen (Pen)
I mean what I writе
Yeah-yeah, woah-woah-woah
I just can't help but bе sexual (Oh)
Tell me your schedule (Yeah)
I got a lotta new tricks for you, baby
Just sayin' I'm flexible (I will)
I do what I can to get you off (I will)
Might just fuck him with my makeup on (I will)
Eat it like I need an apron on (Yeah, oh)
Eat it 'til I need to change my thong (Yeah, ayy)
We could do it to your favorite song (Yeah, ayy)
Take a ride into the danger zone
You know my nigga be buggin' me
I just be wonderin' if you can fuck on me better
Itchin' for me like an ugly sweater
Need it in me like a Chuck E. need cheddar
I need to know",1 star,0.325020432472229,130.041,1,-6.509,1
Doja Cat,Need to Know,[Bridge],"You're exciting, boy, come find me
Your eyes told me, ""Girl, come ride me""
Fuck that feeling both us fighting
Could he try me? (Yeah) Mmm, most likely",5 stars,0.3144255578517914,130.041,1,-6.509,1
Doja Cat,Need to Know,[Verse 2],"Tryna see if you could handle this ass
Prolly give his ass a panic attack
Sorry if I gave a random erection
Prolly thinkin' I'm a telekinetic
Oh, wait, you a fan of the magic?
Poof, pussy like an Alakazam
I heard from a friend of a friend
That that dick was a ten out of ten
I can't stand it, just one night me
Clink with the drink, gimme a sip
Tell me what's your kink, gimme the dick
Spank me, slap me, choke me, bite me (Ew)
Oh, wait, I can take it (Ah)
Give a fuck 'bout what your wifey's sayin' (Yeah)",1 star,0.8188406229019165,130.041,1,-6.509,1
Edward Maya,Stereo Love,[Intro: Vika Jigulina],"When you gonna stop breaking my heart?
I don't wanna be another one
Praying for the things I never done
Don't let go, don't let go, don't, my love",1 star,0.8507847189903259,127.049,9,-5.359,1
Edward Maya,Stereo Love,[Verse: Vika Jigulina],"Can I get to your soul?
Can you get to my flow?
Can we promise we won't let go?
All the things that I need
All the things that you need
You can make it feel so real",1 star,0.38611260056495667,127.049,9,-5.359,1
Edward Maya,Stereo Love,[Pre-Chorus: Vika Jigulina & Edward Maya],"'Cause you can't deny, you've blown my mind
When I touch your body, I feel I'm losing control
'Cause you can't deny, you've blown my mind
When I see you, baby, I just don't wanna let go",1 star,0.7494871020317078,127.049,9,-5.359,1
Edward Maya,Stereo Love,[Chorus: Edward Maya],"I hate to see you cry, your smile is a beautiful lie
I hate to see you cry, my love is dying inside
I hate to see you cry, my love is dying inside
I haven't seen you smiling, but I'm dying tonight",1 star,0.699300229549408,127.049,9,-5.359,1
Edward Maya,Stereo Love,[Post-Chorus: Edward Maya],"I can fix all those lies
Oh, baby, babe, I run, love, I'm running to you
You won't see me cry, I'm hiding inside
My heart is in pain, but I'm smiling for you",1 star,0.4942507743835449,127.049,9,-5.359,1
Edward Maya,Stereo Love,[Bridge: Vika Jigulina],"When you gonna stop breaking my heart?
Don't let go, don't let go to my love",1 star,0.5123173594474792,127.049,9,-5.359,1
Edward Maya,Stereo Love,[Outro: Edward Maya],"Oh, baby, I'll try to make things right
I need you more than air when I'm not with you
Please don't ask me why, just kiss me this time
My only dream is about you and I",1 star,0.4677927792072296,127.049,9,-5.359,1
Billy Idol,Eyes Without A Face,[Verse 1: Billy Idol],"I'm all out of hope
One more bad break could bring a fall
When I'm far from home
Don't call me on the phone to tell me you're alone
It's easy to deceive
It's easy to tease, but hard to get release
[Chorus: Billy Idol & 
Perri Lister
]
(
Les yeux sans visage
) Eyes without a face
(
Les yeux sans visage
) Eyes without a face
(
Les yeux sans visage
) Eyes without a face
Got no human grace, your eyes without a face",1 star,0.8004262447357178,85.563,9,-6.197,1
Billy Idol,Eyes Without A Face,[Post-Chorus],"Such a human waste, your eyes without a face",1 star,0.7867141366004944,85.563,9,-6.197,1
Billy Idol,Eyes Without A Face,[Verse 2: Billy Idol],"I spent so much time
Believing all the lies to keep the dream alive
Now it makes me sad
It makes me mad at truth for loving what was you
[Chorus: Billy Idol & 
Perri Lister
]
(
Les yeux sans visage
) Eyes without a face
(
Les yeux sans visage
) Eyes without a face
(
Les yeux sans visage
) Eyes without a face
Got no human grace, your eyes without a face",1 star,0.3476572334766388,85.563,9,-6.197,1
Billy Idol,Eyes Without A Face,[Guitar Solo],,Neutral,0.0,85.563,9,-6.197,1
Billy Idol,Eyes Without A Face,[Bridge: Billy Idol],"When you hear the music, you make a dip
Into someone else's pocket, then make a slip
Steal a car and go to Las Vegas
Ooh, the gigolo pool
Hanging out by the state line
Turning holy water into wine
Drinking it down
Oh-oh-oh
I'm on a bus on a psychedelic trip
Reading murder books, trying to stay hip
I'm thinking of you and you're out there, so
Say your prayers
Say your prayers
Say your prayers
Ooh
Ooh-ooh-ooh, ooh",1 star,0.6206974387168884,85.563,9,-6.197,1
Billy Idol,Eyes Without A Face,[Verse 3: Billy Idol],"Now I close my eyes
And I wonder why I don't despise
Now all I can do
Is love what was once so alive and new
But it's gone from your eyes
I'd better realise
[Chorus: Billy Idol & 
Perri Lister
]
(
Les yeux sans visage
) Eyes without a face
(
Les yeux sans visage
) Eyes without a face
(
Les yeux sans visage
) Eyes without a face
Got no human grace, your eyes without a face",1 star,0.36247479915618896,85.563,9,-6.197,1
Billy Idol,Eyes Without A Face,[Outro: Billy Idol],And now it's getting worse,1 star,0.5450571179389954,85.563,9,-6.197,1
Beyoncé,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),[Intro: Kilo Ali],"America, America has a problem",1 star,0.2609217166900635,126.015,1,-5.289,1
Beyoncé,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),[Verse 1: Kendrick Lamar],"(Lama)
Tourbillion watcher, pgLang caller, 9-11 slider
Look at my garage, it's synced up
Get the genie out the bottle and point at any model
(Lama)
What, wait, what? Ayy, what?
Go, Stink, fuck it up, go, Stink, fuck it up
Go, Stink, that's what's up, go, Stink, I'm in love
Hey, boo-boo, too much complexity to learn me from Google
My mama told me that the money outgrew you
My horoscope said I'm really out my noodle
I'm troublin', I'm puzzlin', it's sudoku
Say Bey, yes, America got a problem
Geeked up, choosy love, well, they chose violence
Universal, please don't play possum
I'm a businеss man doin' as follows
Truthfully, I be lyin' in my rap song
'Cause I always fail to mention I'd slap homiе
His career didn't come with no life insurance
Hope his day one fans got some facts on him
I'm an honorary Beyhive, let's see why
Them diamonds don't be fly, they all CGI
You better get it off your chest like breast reduction
If she stressed over you, she stressed for nothin'
Hold up, wait a minute
Even AI gotta practice clonin' Kendrick
The double entendre, the encore remnants
I bop like ten men, the opps need ten men
Billboard, they know (Out for her, ride or else)
After Hov, rightfully so (Bust for else, not us)
Simmer down, I go, I go (Culture, you got us, you got us)",1 star,0.7660354375839233,126.015,1,-5.289,1
Beyoncé,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),[Verse 2: Beyoncé],"Heard you got that D for me
Pray your love is deep for me
I'ma make you go weak for me
Make you wait a whole week for me (For me)
I see you watchin', fiendin'
I know you want it, schemin'
I know you need it, drug lord
You want it on you? Don't I know
You need love, I need some too
Do you want this like it wants you?",1 star,0.503180742263794,126.015,1,-5.289,1
Beyoncé,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),[Refrain: Beyoncé],"Know that booty gon' do what it want to
Can't hit it one time, multiple
I know you see these rack-rack-racks on me
Now come and get hi-i-i-i-i-igh
Twenty, forty, eighty out the trap, hit it with the rap
Put it on the map, then we right back
Call me when you wanna get hi-i-i-igh
Tony Montana with the racks
Ivy P on my bag, double G's on my dash
Nigga, I'm bad, I'm bad
Tell me when you wanna get hi-i-i-igh
[Pre-Chorus: Beyoncé & 
Kendrick Lamar
]
Boy, you can't get no higher than this, no, 
no
'Cause love don't get no higher than this, no, 
no
, no, 
no, no",1 star,0.7257289290428162,126.015,1,-5.289,1
Beyoncé,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),[Chorus: Beyoncé],"Grind (Grind)
Boy, you know I grind (Grind)
When I pull up these jeans, you're mine (When I pull up these jeans, you're mine)
You're mine (You're mine, you're mine)
When I step on the scene, they
Can't wait to back it up
Your ex-dealer dope, but it ain't crack enough
I'm supplying my man, I'm in demand soon as I land
Just know I roll with them goons (Goons)
In case you start acting familiar
This kind of love, big business
Whole slab, I kill for
[Refrain: Beyoncé, 
Kendrick Lamar
, 
Beyoncé & Kendrick Lamar
]
Know that booty gon' do what it want to (
Fam
)
Can't hit it one time, multiple (
Yam
)
I know you see these rack-rack-racks on me (
Racks
)
Now come and get hi-i-i-i-i-igh
Twenty, forty, eighty out the 
trap
, hit it with the 
rap
Put it on the 
map
, then we right back (
Run it back
)
Call me when you wanna get hi-i-i-igh
Tony Montana with the 
racks
Ivy P on my bag, double G's on my 
dash
Nigga, I'm bad, I'm bad (
Yeah, yeah, yeah
)
Tell me when you wanna get hi-i-i-igh (
I'm bad
)",1 star,0.6510925889015198,126.015,1,-5.289,1
Dominic Fike,Come Here,[Chorus],"Baby, come here
I get so lonely at night",5 stars,0.4563312530517578,81.154,6,-0.947,1
Dominic Fike,Come Here,[Verse],"Why can't you tell that I'm desperate?
Doesn't it show in my smile?
Why can't you tell that I'm bad for ya?
It doesn't show in your eyes
(Oh, cool) Oh, you're so cool
I wish I was you
So why can't you tell me
What you think I should do?",1 star,0.5823251008987427,81.154,6,-0.947,1
Dominic Fike,Come Here,[Bridge],"So why can't you tell me
What you think I should do?",3 stars,0.2273453325033188,81.154,6,-0.947,1
Arctic Monkeys,Fireside,[Verse 1],"I can't explain but I wanna try
There's this image of you and I
And it goes dancing by
In the morning and in the night time
There's all these secrets that I can't keep
Like in my heart there's that hotel suite
And you lived there so long
It's kind of strange now you're gone",1 star,0.5868879556655884,100.033,9,-5.611,0
Arctic Monkeys,Fireside,[Chorus],"I'm not sure if I should show you what I've found
Has it gone for good, or is it coming back around?
Isn't it hard to make up your mind
When you're losing and your fuse is fireside?",3 stars,0.2614147961139679,100.033,9,-5.611,0
Arctic Monkeys,Fireside,[Verse 2],"There's all those places we used to go
And I suspect you already know
But that place on memory lane you like still looks the same
But something about it's changed",1 star,0.31235024333000183,100.033,9,-5.611,0
Arctic Monkeys,Fireside,[Bridge],"And I thought I was yours forever
Or maybe I was mistaken
But I just cannot manage to make it through the day
Without thinking of you lately",1 star,0.38621118664741516,100.033,9,-5.611,0
Arctic Monkeys,Fireside,[Instrumental Break],,Neutral,0.0,100.033,9,-5.611,0
Cage The Elephant,Tokyo Smoke,[Verse 1],"Hey man
Hand me down with the crooked back
What's your father's name? Boy, you don't know where you're at
Pick yourself up, you don't look so good
Maybe you should lay down
Taught me how to fall
But you never told me I was supposed to stay down",1 star,0.6654284000396729,142.96,6,-3.058,0
Cage The Elephant,Tokyo Smoke,[Chorus],"Stick and move
Sharpen up the knife
Keep it tight
Stay between the lines
Make your mark
Take your own advice
Don't be surprised when you trip and stumble
I played the fool again
My old unfaithful friend
Stick and move
Sharpen up the knife
Don't be surprised if you can't stay between the lines",1 star,0.6820092797279358,142.96,6,-3.058,0
Cage The Elephant,Tokyo Smoke,[Verse 2],"Quicksand color blind in the hourglass
All spun out 'cause you can't stop looking back
Better stay still, don't you make a move
What'd you hope to find here?
Taught me how to fall
But you never told me I was meant to die here",1 star,0.5417252779006958,142.96,6,-3.058,0
Cage The Elephant,Tokyo Smoke,[Outro],"Endless shot rounds
No smoking guns
Fizzled and faded
Now back on the run
My sticks and stones
Tokyo smoke
I played the fool 'til I started to choke
My public smile
My double face
Half in the light
Half in the shade
Need some fresh air
No place tonight
Guess I'll stay in and continue to fight
Lost, trace of trail
Spiderweb spun
Pale white and blue
Now I'm coming undone
Play sticks and stones
Three shades of black
Two steps away
And I can't get back",1 star,0.7814587354660034,142.96,6,-3.058,0
J. Cole,No Role Modelz,[Verse 1],"First things first: rest in peace, Uncle Phil
For real
You the only father that I ever knew
I get my bitch pregnant, I'ma be a better you
Prophecies that I made way back in the Ville
Fulfilled
Listen, even back when we was broke, my team ill
Martin Luther King woulda been on Dreamville, talk to a nigga",1 star,0.5291033983230591,100.028,10,-8.492,0
J. Cole,No Role Modelz,[Pre-Chorus],"She shallow but the pussy deep (She shallow
She shallow)
She shallow but the pussy deep (She shallow), yeah, ayy
(She shallow)
She shallow but the pussy deep (She shallow), haha
(She shallow)
She shallow but the pussy deep (She shallow
She shallow)",2 stars,0.4277612268924713,100.028,10,-8.492,0
J. Cole,No Role Modelz,[Chorus],"Don't save her, she don't wanna be saved
Don't save her, she don't wanna be saved
Don't save her, she don't wanna be saved
Don't save her, she don't wanna be saved
Don't save her, she don't wanna be saved
Don't save her, she don't wanna be saved
Don't save her, she don't wanna be saved
Don't save her, she don't wanna be saved",1 star,0.5853312015533447,100.028,10,-8.492,0
J. Cole,No Role Modelz,[Verse 2],"No role models, and I'm here right now
No role models to speak of
Searchin' through my memory, my memory, I couldn't find one
Last night, I was gettin' my feet rubbed by the baddest bitch
Not Trina, but I swear to God
, 
this bitch'll make you call your girl up
And tell her, ""Hey, what's good?
Sorry, I'm never comin' home, I'ma stay for good""
Then hang the phone up and proceed to lay the wood
I came fast like 9-1-1 in white neighborhoods
Ain't got no shame 'bout it
She think I'm spoiled and I'm rich 'cause I can have any bitch
I got defensive and said, ""Nah, I was the same without it""
But then I thought back, back to a better me
Before I was a B-list celebrity
'Fore I started callin' bitches ""bitches"" so heavily
Back when you could get a platinum plaque without no melody, you wadn't sweatin' me",1 star,0.7160126566886902,100.028,10,-8.492,0
J. Cole,No Role Modelz,[Verse 3],"I want a real love, dark-skinned Aunt Viv love
That Jada and that Will love
That leave a toothbrush at your crib love
And you ain't gotta wonder whether that's your kid love
Nigga, I don't want no bitch from reality shows
Out-of-touch-with-reality hoes
Out in Hollywood bringin' back five or six hoes
Fuck 'em then we kick 'em to the do', nigga, you know how it go
She deserved that, she a bird, it's a bird trap
You think if I didn't rap she would flirt back?
Takin' off her skirt, let her wear my shirt, 'fore she leave
""I'ma need my shirt back"" (Nigga, you know how it go)",1 star,0.5701162219047546,100.028,10,-8.492,0
J. Cole,No Role Modelz,[Interlude: George W. Bush],"There's an old saying in Tennessee—I know it's in Texas, probably in Tennessee—that says, fool me once... shame on... shame on you
Fool me—can't get fooled again",1 star,0.8134740591049194,100.028,10,-8.492,0
J. Cole,No Role Modelz,[Bridge],"Fool me one time, shame on you (Ayy)
Fool me twice, can't put the blame on you (Ayy)
Fool me three times, fuck the peace sign
Load the chopper, let it rain on you (Bop, bop, bop)
Fool me one time, shame on you (Ayy)
Fool me twice, can't put the blame on you (Ayy)
Fool me three times, fuck the peace sign
Load the chopper, let it rain on you (Bop, bop, bop)",1 star,0.8204114437103271,100.028,10,-8.492,0
J. Cole,No Role Modelz,[Verse 4],"My only regret was too young for Lisa Bonet
My only regret was too young for Nia Long
Now all I'm left with is hoes from reality shows
Hand her a script, the bitch prolly couldn't read along
My only regret was too young for Sade Adu
My only regret, could never take Aaliyah home
Now all I'm left with is hoes up in Greystone
With the stale face 'cause they know it's they song",1 star,0.7595553994178772,100.028,10,-8.492,0
J. Cole,No Role Modelz,[Produced by Phonix Beats & J. Cole],,Neutral,0.0,100.028,10,-8.492,0
Dominic Fike,Why,[Intro],Yeah,5 stars,0.30359911918640137,117.027,6,-2.676,1
Dominic Fike,Why,[Chorus],"But do you ever wonder why-y-y-y-y? (Why)
Why-y-y-y-y? Why-y-y-y-y?
You ever wonder why-y-y-y-y? (Why)
Why-y-y-y-y? Why-y-y-y-y?",1 star,0.6041547656059265,117.027,6,-2.676,1
Dominic Fike,Why,[Verse 1],"Said the lady with the long legs in the lawn chair
She like the strings on my guitar neck and my blonde hair
I write about her thighs in my latest lines
I remember her eyes when I asked her why
Why would you pay for this apartment you don't belong in?
You take this shit from all your bosses and all your boyfriends
I guess I get surprised when you let it slide
But it's no business of mine how you waste your time
Yeah",1 star,0.8196198344230652,117.027,6,-2.676,1
Dominic Fike,Why,[Verse 2],"Don't crash, don't text, go renew your tags
No sex, no sleep, just that job
I bet you miss what you had
You can't get no sleep at night
Do you ever wonder why everyone is out to get you every day
Or do you question anything?
How many warnin' signs 'til it hits you, darling?
Gravity's your friend
You fall out of touch sometime
But your history calls you back to it again
Too many factors to be sure
So many reasons to think twice
And nobody asked you to before",1 star,0.7785199880599976,117.027,6,-2.676,1
Dominic Fike,Why,[Outro],"You ever wonder why?
Why, why?",5 stars,0.5169632434844971,117.027,6,-2.676,1
Phantogram,Black Out Days - Future Islands Remix,[Verse 1],"Hide the sun
I will leave your face out of my mind
You should save your eyes
A thousand voices howling in my head",1 star,0.745002806186676,170.026,4,-9.413,0
Phantogram,Black Out Days - Future Islands Remix,[Verse 2],"Speak in tongues
I don't even recognize your face
Mirror on the wall
Tell me all the ways to stay away",1 star,0.6278043389320374,170.026,4,-9.413,0
Phantogram,Black Out Days - Future Islands Remix,[Chorus 1],"Away-ay ya
Away-ay ya
And stay away-ay ya
Away-ay ya
Away-ay ya",1 star,0.6233051419258118,170.026,4,-9.413,0
Phantogram,Black Out Days - Future Islands Remix,[Verse 3],"Dig a hole
Fireworks exploding in my hands
If I could paint the sky
Would all the stars then shine a bloody red?",1 star,0.528008222579956,170.026,4,-9.413,0
Phantogram,Black Out Days - Future Islands Remix,[Chorus 2],"Stay
Hey hey hey ah
Away hey ah
Away hey ah
And stay
Hey hey hey ah
Away hey ah
Away hey ah",1 star,0.45254942774772644,170.026,4,-9.413,0
Phantogram,Black Out Days - Future Islands Remix,[Refrain],"And stay
Hey hey hey ah (I’m hearing voices all the time and they're not mine)
Away hey ah
Away hey ah (I'm hearing voices and they’re haunting my mind)
And stay
Hey hey hey ah (I'm hearing voices all the time and they're not mine)
Away hey ah
Away hey ah (I'm hearing voices and they're haunting my mind)",1 star,0.5111205577850342,170.026,4,-9.413,0
Phantogram,Black Out Days - Future Islands Remix,[Outro],"Black out days
I don't recognize you anymore",1 star,0.30406737327575684,170.026,4,-9.413,0
WILLOW,Wait a Minute!,[Verse 1],"Wait a minute
I think I left my conscience on your front doorstep, oh oh
Wait a minute
I think I left my consciousness in the sixth dimension
But I'm here right now, right now
(Right now, right now)
Just sitting in a cloud, oh wow
I'm here right now, right now with you, oh wow, oh wow
(Right now, with you)
I don't even care
I’ll run my hands through your hair
You wanna run your fingers through mine
But my dreads too thick and that's alright",1 star,0.5316717028617859,101.003,3,-5.279,0
WILLOW,Wait a Minute!,[Chorus],"Hold on, wait a minute
Feel my heart's intention, oh
Hold on, wait a minute
I left my consciousness in the sixth dimension
Left my soul in his vision
Let's go get it, ah, ah
Let's go get it, ah, ah
(Let's go get it)
(Mmh)
(Let's go get it)
(Mmh)",1 star,0.6296791434288025,101.003,3,-5.279,0
WILLOW,Wait a Minute!,[Verse 2],"Some things don't work
Some things are bound to be
Some things, they hurt
And they tear apart me
You left your diary at my house
And I read those pages, do you really love me, baby?
Some things don't work
Some things are bound to be
Some things, they hurt
And they tear apart me
But I broke my word, and you were bound to see
And I cried at the curb
When you first said, ""Oel ngati kameie""",1 star,0.5761958360671997,101.003,3,-5.279,0
WILLOW,Wait a Minute!,[Bridge],"Some people like to live
Some just tryin' to get by
Some people like that hurt
Some just rather say goodbye, bye",1 star,0.25002607703208923,101.003,3,-5.279,0
Kali Uchis,Dead To Me,[Intro],"(You're dead to me)
(You're dead to me)
Woo, ooh, ooh (Ooh)
Woo, ooh, ooh (Ooh)
Ooh, ooh, ooh, ooh (Ooh)
Woo, ooh, ooh",1 star,0.8758013248443604,119.001,4,-4.469,0
Kali Uchis,Dead To Me,[Verse 1],"I don't know what you been told
See, I am not your enemy (Uh, oh-oh)
But if there's one thing that I know
Is that you ain't a friend to me (Uh, oh-oh)
So don't come for me unless I send for you
Know you're dead to me (Uh, oh-oh)
Just don't come for me, I won't send for you
Know you're dead to me
You're dead to me, oh",1 star,0.7605534791946411,119.001,4,-4.469,0
Kali Uchis,Dead To Me,[Chorus],"You're obsessed, just let it go
You're dead to me (You're dead to me)
You're obsessed, just let me go
You're dead to me (You're dead to me)
I'm not somebody you know
You're dead to me (Baby, you're dead to me)
Could you just leave me alone?
Baby, you're dead to me, baby, you're dead to me",1 star,0.6872212886810303,119.001,4,-4.469,0
Kali Uchis,Dead To Me,[Verse 2],"What you say to me? I can't hear a thing
Try to talk some sense to myself, but I won't listen
I'm what God made of me, don't need to pretend
It's okay to disagree, we don't have to be friends
See, you think you got problems with me?
But, baby, I don't even think about you
You're mad at everything I do
But what are you up to? I haven't a clue
'Cause, baby, you're dead to me
Why can't I be dead to you?
I think that we both know the truth",1 star,0.6978325843811035,119.001,4,-4.469,0
Kali Uchis,Dead To Me,[Bridge],"Why can't you see you're dead to me?
(Wow-wow, woah, wow-wow, woah)
Just let it be, you're dead to me
(Wow-wow, woah, wow-wow, woah)
Why can't you see you're dead to me?
(Wow-wow, woah, wow-wow, woah)
Just let it be, you're dead to me
(Wow-wow, woah, wow-wow, woah)",1 star,0.7125329375267029,119.001,4,-4.469,0
Kali Uchis,Dead To Me,[Outro],"Baby, you're—
Woah, woah
Baby, you're—",1 star,0.2744608521461487,119.001,4,-4.469,0
Tame Impala,"New Person, Same Old Mistakes",[Instrumental Intro],,Neutral,0.0,151.836,8,-6.74,1
Tame Impala,"New Person, Same Old Mistakes",[Verse 1],"I can just hear them now
""How could you let us down?""
But they don't know what I found
Or see it from this way 'round
Feeling it overtake
All that I used to hate
One by one, every trait
I tried, but it's way too late
All the signs I don't read
Two sides of me can't agree
Will I be in too deep?
Going with what I always longed for",1 star,0.6729089617729187,151.836,8,-6.74,1
Tame Impala,"New Person, Same Old Mistakes",[Chorus],"Feel like a brand-new person
So, how will I know that it's right?
In a new direction
So, how will I know I've gone too far?
Stop thinking that the only option was…
Feel like a brand-new person
I finally know what it's like
Stop thinking that the only option was…
In a new direction
So how will I know I've gone too far?
Stop thinking that the only option was…
And I know it's hard to describe
Stop thinking that the only option was…
So how will I know that it's right?",1 star,0.5081865787506104,151.836,8,-6.74,1
Tame Impala,"New Person, Same Old Mistakes",[Verse 2],"Finally taking flight
I know you don't think it's right
I know that you think it's fake
Maybe fake's what I like
The point is, I have the right
Not thinkin' in black and white
Thinkin' it's worth the fight
Soon I'll be out of sight
Knowing it all this time
Going with what I always longed for",1 star,0.5048545598983765,151.836,8,-6.74,1
